id,text,question_id,question_tag,label_id,label_tag
1116044696428609537,"além de perder a identidade 20 dias antes da prova, agora eu tbm perdi meu cartão de vacina,,,,, ai q lindo 😤",23,sentiment,79,neutral
1116044719786745857,"Orvalho de Caralho agora disse que o PT tem relações com o narcotráfico, e que a mídia as esconde!! Eu queria que ele apontasse só UMA. Olha só o que acontece quando você não vacina o seu filho. Ele abre as pernas pra esse sujeito.",22,related,75,related
1116044784781733890,"Fui tomar vacina, só acho que eu deveria ter ganhado um pirulito por não chorar e um certificado de coragem KKKKKK",22,related,75,related
1116044784781733890,"Fui tomar vacina, só acho que eu deveria ter ganhado um pirulito por não chorar e um certificado de coragem KKKKKK",23,sentiment,79,neutral
1116044913420980231,Eu odeio tomar vacina,22,related,75,related
1116044913420980231,Eu odeio tomar vacina,23,sentiment,80,negative
1116044967233970177,Mastologista Clínica da Mulher <url> mamografia preventivos vacinas vacinação na gravidez 3773-3299 Ginecologia Mastologia Unimed Ginecologista em Sete Lagoas aa0042 <url>,22,related,75,related
1126146674282385408,"A gente tem q fazer a população tomar vacina, mas quando é na gente rola o fiasco Meu braço parece q vai cair serio",22,related,75,related
1126146674282385408,"A gente tem q fazer a população tomar vacina, mas quando é na gente rola o fiasco Meu braço parece q vai cair serio",23,sentiment,80,negative
1126147349192040449,@<user> @<user> E pq pesquisa não é trabalho? A senhora já deixou de se vacinar pensando assim? Pq todas as vacinas que vc ja tomou são frutos de pesquisas.,22,related,75,related
1126147349192040449,@<user> @<user> E pq pesquisa não é trabalho? A senhora já deixou de se vacinar pensando assim? Pq todas as vacinas que vc ja tomou são frutos de pesquisas.,23,sentiment,78,neutral
1126147532214681601,"Ai a médica passa na TV falando que quem tem rinite ou asma devem se vacinar urgente, e você lembra que tem os dois e não vacinou 👍",22,related,75,related
1126147532214681601,"Ai a médica passa na TV falando que quem tem rinite ou asma devem se vacinar urgente, e você lembra que tem os dois e não vacinou 👍",23,sentiment,78,neutral
1126147640872321024,Théo vai tomar vacina meu coração tá apertadinho 😥,22,related,75,related
1126147640872321024,Théo vai tomar vacina meu coração tá apertadinho 😥,23,sentiment,80,negative
1126148657345191937,@<user> É sério miga e se der alguma febrezinha ou gripe não tem nada a ver com a vacina porque o efeito dela só surge no organismo depois de 1/2 semanas,22,related,75,related
1126148657345191937,@<user> É sério miga e se der alguma febrezinha ou gripe não tem nada a ver com a vacina porque o efeito dela só surge no organismo depois de 1/2 semanas,23,sentiment,78,positive
1126149225799200769,"Mãe: eu não dei a vacina pro nosso filho  Pai: calma, não tem problema  O filho:  KKKKKKKKKKKKKKKKKKKKK",22,related,75,related
1126149225799200769,"Mãe: eu não dei a vacina pro nosso filho  Pai: calma, não tem problema  O filho:  KKKKKKKKKKKKKKKKKKKKK",23,sentiment,80,neutral
1126149255763247106,Sinusite crônica é algo que poderia já ter vacina.,22,related,75,not_related
1126149648014614528,Amor da Dindinha ❤️,22,related,75,related
1126149648014614528,Amor da Dindinha ❤️,23,sentiment,78,positive
1126149816797605889,eu chorei vendo a @<user> kkkkk aaaa mano protejam o bebê,22,related,75,related
1126237127543545857,Ginecologista em Sete Lagoas Mastologista Clínica da Mulher <url> 3773-3299 vacinas vacinação na gravidez mamografia preventivos Ginecologia Mastologia Unimed ba0007 <url>,22,related,75,related
1126292786213466112,"@<user> Os defensores não os gays eu digo são farsantes, defendem mas se tivesse uma vacina dariam para seus filhos",22,related,75,related
1126590515963625472,Que vacina fdp cara 😢,22,related,75,related
1341418754631233550,Eu confesso que tenho seríssimas dificuldades em aceitar que tem pessoas que estão realmente protestando contra uma vacina de um vírus que já matou mais de um milhão de pessoas,22,related,75,related
1341418754631233550,Eu confesso que tenho seríssimas dificuldades em aceitar que tem pessoas que estão realmente protestando contra uma vacina de um vírus que já matou mais de um milhão de pessoas,23,sentiment,78,positive
